Name,Team,Pos,VOR2,Points,Ceiling,Floor,AAV,Risk,Image
DeAnthony Thomas,KC,RB,-169.0662196,11.931,11.931,11.931,NA,6.912994372,
Amara Darboh,SEA,WR,-169.1136247,23.43126623,47.17415234,9.325130316,NA,4.215089935,
ArDarius Stewart,NYJ,WR,-169.5348872,23.01000368,45.99352732,7.686631098,NA,4.83309236,
Dwayne Washington,DET,RB,-169.5747756,11.42244399,21.77669404,0.171521942,NA,6.201634259,
Patrick DiMarco,BUF,RB,-169.7291819,11.26803775,18.2640207,0,NA,4.854013344,
Richie James,SF,WR,-169.8295355,22.7153554,39.769825,-0.092473118,NA,10.40407074,
Devante Mays,GB,RB,-170.0235109,10.9737087,12.00327209,1.519,NA,3.727739,
Kenny Britt,FA,WR,-170.4095913,22.1352996,48.33467234,-0.063182442,NA,5.66605215,
Alexander Armah,CAR,RB,-170.423007,10.57421266,19.11530305,0,NA,6.242819496,
Matthew Dayes,CLE,RB,-170.4282114,10.56900824,19.52579992,-0.247024319,NA,5.481305073,
Taquan Mizzell,CHI,RB,-170.4884302,10.50878942,12.6810525,0.003768939,NA,4.083539503,
Anthony Sherman,KC,RB,-170.6520111,10.34520849,13.95965759,0,NA,4.458150219,
Andy Janovich,DEN,RB,-170.720179,10.27704064,16.27851036,0,NA,3.656923432,
Tavarres King,MIN,WR,-170.9373732,21.60751766,42.01130357,0.2,NA,5.424225114,
Brian Hill,CIN,RB,-171.006506,9.990713639,20.31066458,-0.098478058,NA,4.573572757,
Tion Green,FA,RB,-171.1232816,9.873938061,18.98420452,-0.184946237,NA,7.256713875,
Sammie Coates,HOU,WR,-171.2140697,21.33082122,40.672147,1.263539585,NA,8.666498707,
Robert Tonyan,GB,WR,-171.2728909,21.272,21.272,21.272,NA,NA,
Keon Hatcher,OAK,WR,-171.801644,20.74324691,35.77849331,0,NA,NA,
Tommy Bohanon,JAC,RB,-171.8393036,9.157916014,13.95416433,0,NA,3.640724264,
Dylan Cantrell,LAC,WR,-171.8640604,20.68083054,31.77452158,8.999240351,NA,3.722479306,
C.J. Ham,MIN,RB,-171.8838727,9.113346924,14.57716106,0,NA,3.455027501,
Keith Marshall,FA,RB,-171.9290554,9.068164278,20.20084832,0,NA,4.309729032,
Stevan Ridley,PIT,RB,-171.9470544,9.050165236,13.4655421,0.147865648,NA,5.170134466,
Donnel Pumphrey,PHI,RB,-172.0294877,8.967731914,15.058995,-0.092473118,NA,9.116194388,
Brandon Coleman,NO,WR,-172.073512,20.47137885,43.9705844,-0.695586498,NA,7.752929905,
Troymaine Pope,HOU,RB,-172.2335799,8.763639712,20.43836261,0,NA,4.1460886,
Jamize Olawale,DAL,RB,-172.7755478,8.221671844,13.27073187,0,NA,5.188971379,
Zach Line,NO,RB,-172.887055,8.110164655,13.27688749,0,NA,4.417312495,
Auden Tate,CIN,WR,-172.9410063,19.6038846,34.52286809,3.163145099,NA,6.624403737,
Brandon Wilds,JAC,RB,-173.0130652,7.984154476,15.92968076,0.1,NA,3.425100655,
Steven Mitchell,FA,WR,-173.4276892,19.11720165,32.97384802,0,NA,NA,
Roosevelt Nix,PIT,RB,-173.4476321,7.549587499,13.28922707,0,NA,3.050860137,
Terrence Magee,ATL,RB,-173.4554718,7.541747828,10.83499883,-0.003436058,NA,5.582058976,
Keith Smith,OAK,RB,-173.5538691,7.443350573,11.82334171,0,NA,4.408875897,
Trey Williams,FA,RB,-173.6134858,7.383733867,15.84018168,0,NA,3.624624782,
DeAngelo Yancey,GB,WR,-173.7520645,18.79282644,40.3063172,-0.207599451,NA,9.06058721,
Raheem Mostert,SF,RB,-173.9588599,7.038359716,17.5387846,-2.105655399,NA,5.472816337,
Ricardo Louis,CLE,WR,-173.9683429,18.57654798,26.21904167,-0.082861201,NA,NA,
Jay Prosch,HOU,RB,-174.0256707,6.971548902,11.36859537,0,NA,4.833826638,
DeAnthony Thomas,KC,WR,-174.0462274,18.49866346,27.9661875,10.03,NA,4.636048109,
Darrius Heyward-Bey,PIT,WR,-174.1865856,18.35830529,27.19378226,2.936,NA,4.913701372,
Fitzgerald Toussaint,PIT,RB,-174.2151455,6.782074152,12.17566451,0.147999667,NA,5.099464674,
Michael Burton,CHI,RB,-174.2776558,6.719563843,12.78444683,0,NA,5.702240668,
Markus Wheaton,PHI,WR,-174.318779,18.22611188,33.411804,2.731234568,NA,5.370485773,
James Develin,NE,RB,-174.3808347,6.616384887,10.62732053,0,NA,4.173032538,
Derek Watt,LAC,RB,-174.3960477,6.601171946,10.10306264,0,NA,3.738611834,
Jaleel Scott,BAL,WR,-174.5920484,17.9528425,22.2686,11.6,NA,5.11970218,
Brandon Bolden,NE,RB,-174.7320787,6.265140894,14.42612096,0.07,NA,4.051602042,
Tre Madden,SEA,RB,-174.7567178,6.240501816,11.36693298,0,NA,2.904638891,
Hunter Sharp,NYG,WR,-174.9033915,17.64149939,31.86011137,0,NA,NA,
Matt Jones,PHI,RB,-174.9232954,6.073924256,15.70937139,-0.256956116,NA,2.796898086,
Rod Streater,BUF,WR,-175.0659957,17.47889514,36.02794529,0.2,NA,9.553197839,
Damiere Byrd,CAR,WR,-175.0849869,17.45990401,30.85688173,0.3,NA,4.421090743,
Demario Richard,FA,RB,-175.0932718,5.903947874,10.18328328,0,NA,3.662910884,
Justin Hunter,PIT,WR,-175.3778441,17.16704677,25.94230414,5.064,NA,4.958484156,
Jalston Fowler,ATL,RB,-175.4249209,5.572298724,10.65709565,0,NA,3.027781645,
Brandon Reilly,BUF,WR,-175.4599986,17.08489226,33.80521198,0,NA,NA,
Marcus Murphy,BUF,RB,-175.4811846,5.516035011,10.76073711,0.04,NA,6.083690906,
Justin Watson,TB,WR,-175.5158282,17.02906269,30.6449,4.237526882,NA,4.349438288,
Fozzy Whittaker,CAR,RB,-175.5553482,5.441871456,11.87234043,0,NA,3.812715493,
Michael Campanaro,TEN,WR,-175.5821723,16.96271858,33.6692217,0,NA,5.66605215,
Ryan Hewitt,CIN,RB,-175.6620799,5.335139785,5.975806522,4.29,NA,3.897695248,
Chad Hansen,NYJ,WR,-175.7032443,16.84164655,24.30931277,6.040712467,NA,4.636048109,
David Fluellen,TEN,RB,-175.7212431,5.275976563,11.35068803,0.01,NA,4.286099045,
Andre Ellington,FA,RB,-175.7320261,5.265193558,11.42215116,-0.184946237,NA,3.728553092,
Marvin Hall,ATL,WR,-176.3044408,16.24045005,24.207822,7.451459301,NA,4.483786641,
Josh Malone,CIN,WR,-176.3168342,16.22805667,33.00243653,0.06,NA,4.403177629,
Trey Edmunds,NO,RB,-176.4414674,4.555752283,9.651280612,0,NA,5.111341422,
Andre Williams,FA,RB,-176.4654777,4.531741935,7.309682609,0,NA,3.063845808,
Senorise Perry,MIA,RB,-176.5775927,4.41962697,9.00602557,-0.128478058,NA,3.943722129,
Justin Davis,LAR,RB,-176.6408255,4.356394118,10.76420018,-0.064239029,NA,5.143323446,
Byron Marshall,WAS,RB,-176.6463548,4.350864799,8.43058104,0.1,NA,5.409500157,
Trey Griffey,PIT,WR,-176.6626303,15.88226063,27.39413739,0,NA,NA,
Michael Floyd,NO,WR,-176.7158386,15.82905233,23.400375,-0.092473118,NA,6.445272599,
Knile Davis,CHI,RB,-176.87035,4.126869648,9.073425466,0,NA,3.311490645,
Branden Oliver,FA,RB,-177.0903365,3.906883154,8.369460756,-0.092473118,NA,6.896036138,
Jeremy Langford,MIA,RB,-177.1169818,3.880237869,8.531175466,0,NA,7.716156805,
Dan Vitale,CLE,RB,-177.1904372,3.806782434,5.628641823,0,NA,5.705615228,
Cody Hollister,NE,WR,-177.2348827,15.31000823,26.40710152,0,NA,NA,
Dare Ogunbowale,TB,RB,-177.2520583,3.74516129,6.348139535,0,NA,2.901548076,
Cobi Hamilton,IND,WR,-177.3475183,15.19737261,29.82038425,0,NA,7.493189755,
Vince Mayle,BAL,WR,-177.4662672,15.07862366,10.79946739,6.2,NA,NA,
Marquez Williams,CLE,RB,-177.5139357,3.483283947,7.682005023,-0.040722434,NA,2.616011814,
Leonte Carroo,MIA,WR,-177.5350933,15.00979754,26.40196796,-0.012960415,NA,3.865784216,
Shane Smith,NYG,RB,-177.6437794,3.353440265,7.395088326,0,NA,2.640591115,
Deon Cain,IND,WR,-177.7352167,14.80967414,33.8498074,-0.120787735,NA,NA,
David Williams,DEN,RB,-177.8496872,3.1475324,6.954186047,-0.054239029,NA,5.573530964,
Byron Marshall,WAS,WR,-177.9411705,14.60372043,13.99753696,12.8,NA,5.003266941,
Charone Peake,NYJ,WR,-177.9814757,14.56341514,20.21344681,0.121161395,NA,7.56484221,
Cayleb Jones,MIN,WR,-178.0976256,14.44726528,30.78982405,0.02,NA,NA,
C.J. Spiller,FA,RB,-178.1814693,2.815750371,4.545726744,-0.2,NA,2.565338085,
Nick Bawden,DET,RB,-178.2906769,2.7065427,5.954564644,0,NA,2.502708267,
Bronson Hill,GB,RB,-178.332614,2.664605681,4.941998417,0,NA,2.331786571,
Neal Sterling,NYJ,WR,-178.3448909,14.2,14.2,14.2,NA,4.591265324,
Lance Dunbar,FA,RB,-178.3572112,2.640008418,5.84869186,-0.277419355,NA,2.731578239,
KD Cannon,DAL,WR,-178.3572736,14.18761728,24.47117234,0,NA,5.755617719,
Dontrell Hilliard,CLE,RB,-178.4525527,2.544666896,2.903504559,0,NA,2.233712775,
Tra Carson,CIN,RB,-178.5004312,2.49678848,3.100436474,0,NA,2.212392818,
Damion Ratley,CLE,WR,-178.5628211,13.98206975,18.738865,4.116625514,NA,4.483786641,
Taiwan Jones,BUF,RB,-178.6371894,2.360030223,4.090703918,0,NA,4.681243597,
Marcell Ateman,OAK,WR,-178.8152112,13.72967972,17.3467,9.237526882,NA,5.764574276,
Malcolm Johnson,FA,RB,-178.9145707,2.082648888,5.155987842,-0.90260631,NA,2.651963138,
KaDeem Carey,FA,RB,-179.097071,1.900148588,3.219622093,-0.4,NA,2.351386272,
Terron Ward,FA,RB,-179.1303549,1.866864785,3.626162791,-1.2,NA,2.580620357,
Aaron Dobson,FA,WR,-179.2448909,13.3,13.3,13.3,NA,NA,
Russell Hansbrough,LAC,RB,-179.2995458,1.697673884,2.05318845,0,NA,2.010068864,
Daniel Lasco,FA,RB,-179.373562,1.623657681,2.247018023,-0.134370923,NA,2.020516637,
Sam Rogers,FA,RB,-179.3943001,1.602919488,2.325621884,-0.018052126,NA,2.085653684,
James Wright,FA,WR,-179.5059457,13.03894515,19.44403201,0,NA,NA,
Derrick Coleman,ARI,RB,-179.5195482,1.477671429,2.513617021,0,NA,3.348872117,
Joe Kerridge,GB,RB,-179.6851771,1.312042513,2.381131988,0,NA,1.981286884,
Charles Johnson,NYJ,WR,-179.7763084,12.76858252,29.43568389,-0.092473118,NA,NA,
Josh Ferguson,IND,RB,-179.7813501,1.215869565,2.960790274,0,NA,2.206786441,
Ralph Webb,NE,RB,-179.8660404,1.13117922,1.125594529,0,NA,1.884665675,
Freddie Martino,TB,WR,-180.0241829,12.52070794,24.31600661,0.353313521,NA,4.797266132,
Isaiah McKenzie,DEN,WR,-180.2447606,12.30013029,27.21454043,-0.786941015,NA,NA,
Kaelin Clay,BUF,WR,-180.3019347,12.24295621,21.63615319,-0.138998256,NA,4.322568617,
Ray-Ray McCloud,BUF,WR,-180.482312,12.06257888,15.1432375,5.78,NA,NA,
Andy Jones,DET,WR,-180.5727821,11.97210882,12.65068996,0,NA,5.451094785,
Roc Thomas,MIN,RB,-180.6128868,0.384332875,0.649917431,0.02,NA,6.159897289,
Trey Quinn,WAS,WR,-180.7838034,11.76108749,17.5227,4.807526882,NA,5.164484965,
Joel Bouagnon,GB,RB,-180.8352939,0.161925722,0.279963303,0,NA,1.718700198,
Gus Edwards,BAL,RB,-180.8657753,0.131444292,0.219972477,0.01,NA,8.449728912,
Byron Pringle,KC,WR,-180.9197729,11.62511797,20.05130669,0,NA,NA,
Shaun Wilson,TB,RB,-180.9612361,0.035983494,0.062214067,0,NA,1.675909835,
Travis Rudolph,NYG,WR,-180.9629363,11.58195462,18.58264535,0.2,NA,7.717103677,
George Atkinson,FA,RB,-180.9972196,0,0,0,NA,1.663684017,
Terrell Watson,LAC,RB,-180.9972196,0,0,0,NA,1.663684017,
Austin Johnson,TEN,RB,-180.9972196,0,0,0,NA,NA,
Jhurell Pressley,FA,RB,-180.9972196,0,0,0,NA,1.663684017,
Lawrence Thomas,NYJ,RB,-180.9972196,0,0,0,NA,NA,
Cethan Carter,CIN,RB,-180.9972196,0,0,0,NA,NA,
DeVeon Smith,FA,RB,-180.9972196,0,0,0,NA,NA,
LeShun Daniels,FA,RB,-180.9972196,0,0,0,NA,1.663684017,
Devine Redding,FA,RB,-180.9972196,0,0,0,NA,NA,
Quinton Flowers,CIN,RB,-180.9972196,0,0,0,NA,NA,
Darrel Williams,FA,RB,-180.9972196,0,0,0,NA,NA,
Derrius Guice,WAS,RB,-180.9972196,0,0,0,NA,1.663684017,
Mike Boone,MIN,RB,-180.9972196,0,0,0,NA,NA,
Terry Swanson,HOU,RB,-180.9972196,0,0,0,NA,NA,
Mark Thompson,BAL,RB,-180.9972196,0,0,0,NA,NA,
Darius Jackson,DAL,RB,-181.0545066,-0.057286932,-0.026798354,-0.185,NA,1.686377775,
Elijah Hood,CAR,RB,-181.1975691,-0.200349432,-0.093721811,-0.647,NA,5.738947773,
Javon Wims,CHI,WR,-181.554419,10.9904719,17.9102,-0.092473118,NA,13.77173613,
Marcus Kemp,KC,WR,-181.5934729,10.95141798,15.15971884,0,NA,NA,
Tevaun Smith,JAC,WR,-181.7157019,10.829189,13.93682188,0,NA,NA,
Russell Gage,ATL,WR,-181.8235489,10.72134203,16.71247,0,NA,6.293011132,
Stacy Coley,MIN,WR,-181.8374044,10.7074865,22.52720173,0,NA,5.370485773,
Reggie Davis,ATL,WR,-181.8955799,10.64931099,23.35285057,0.01,NA,NA,
Rasheed Bailey,FA,WR,-182.0087674,10.53612346,18.17298055,0,NA,NA,
Bryce Treggs,PHI,WR,-182.0804789,10.46441201,20.51926875,-0.487537021,NA,NA,
Austin Proehl,BUF,WR,-182.0859906,10.45890028,17.06385,0,NA,8.971021641,
Dontrelle Inman,FA,WR,-182.0897405,10.45515037,22.50026163,-0.092473118,NA,7.045361911,
Cody Core,CIN,WR,-182.4857657,10.05912523,21.38811754,0.129654528,NA,5.737704605,
Tanner McEvoy,SEA,WR,-182.5564144,9.988476507,17.71628798,-0.758285714,NA,4.886831701,
Jaydon Mickens,JAC,WR,-182.7356439,9.809246995,14.15525317,0.08,NA,4.868918588,
Cedrick Wilson,DAL,WR,-182.7763914,9.768499534,16.864025,0,NA,NA,
Jordan Leslie,DEN,WR,-182.8624934,9.682397437,19.40213933,-0.108312757,NA,NA,
Marlon Brown,CHI,WR,-183.1102233,9.43466754,20.55372036,0,NA,NA,
Darius Jennings,TEN,WR,-183.1399603,9.404930537,12.83241171,0,NA,NA,
Mike Thomas,LAR,WR,-183.5488377,8.996053188,14.82198429,0.1,NA,4.009089126,
Isaac Whitney,OAK,WR,-183.5805956,8.964295333,20.37241902,-0.153443073,NA,NA,
Jamaal Jones,CAR,WR,-183.7368072,8.808083676,15.19241246,0,NA,NA,
Maurice Harris,WAS,WR,-183.7443055,8.800585351,16.38263721,0.07,NA,5.110745623,
Jake Lampman,FA,WR,-184.0503539,8.494536993,10.43649269,0,NA,NA,
Malachi Dupre,BUF,WR,-184.4901179,8.054772971,17.67079149,-0.14441701,NA,NA,
Marcus Johnson,SEA,WR,-184.6186557,7.926235209,12.92181125,0.04,NA,4.250916162,
Geremy Davis,LAC,WR,-184.8384892,7.706401693,13.41076504,-0.144,NA,7.618581552,
Jeff Janis,CLE,WR,-185.2576825,7.287208367,14.74076339,-0.035712542,NA,9.123283108,
Wendall Williams,FA,WR,-185.333301,7.211589896,11.46322674,-0.2,NA,NA,
Corey Fuller,NO,WR,-185.3377586,7.207132244,11.34148256,0,NA,NA,
Bobo Wilson,TB,WR,-185.7301957,6.81469521,14.06484783,0,NA,3.247781791,
Lance Lenoir,DAL,WR,-185.8660555,6.678835391,11.51982948,0,NA,NA,
Demarcus Ayers,CHI,WR,-185.9147242,6.630166667,14.36556231,0,NA,NA,
Michael Clark,GB,WR,-185.9312484,6.613642456,14.52568807,0.2,NA,8.155974965,
DeVier Posey,BAL,WR,-186.0017686,6.543122283,8.993699393,-0.009026063,NA,9.383023258,
Chris Thompson,HOU,WR,-186.0472094,6.497681462,12.02705009,0.07,NA,12.84025422,
Ed Eagan,FA,WR,-186.1000172,6.4448737,10.25668605,-0.2,NA,NA,
K.J. Brent,IND,WR,-186.1285303,6.416360634,11.95787415,0.03,NA,11.89085919,
Brandon Tate,NO,WR,-186.1821491,6.362741763,13.60508638,-0.167432306,NA,4.994310384,
Paul Turner,FA,WR,-186.2078328,6.33705804,13.93279379,0,NA,NA,
Aaron Burbridge,SF,WR,-186.3621782,6.18271264,12.96336649,-0.805591799,NA,9.472588827,
Dwayne Harris,OAK,WR,-186.6880691,5.856821826,13.22163649,-0.306886145,NA,NA,
Rashad Ross,ARI,WR,-186.7291986,5.815692316,13.810247,0.01,NA,NA,
Noah Brown,DAL,WR,-186.7393617,5.805529223,9.878805942,0.05,NA,4.035958797,
Kasen Williams,IND,WR,-186.8025085,5.742382427,12.38546512,-0.092473118,NA,6.21240212,
Marquis Bundy,NYG,WR,-186.8198022,5.725088643,9.958641615,0,NA,NA,
DeAndrew White,HOU,WR,-186.8765762,5.668314709,12.63174292,-0.092473118,NA,NA,
Jehu Chesson,KC,WR,-186.9932521,5.551638789,12.49574166,0,NA,3.910567001,
Brenton Bersin,FA,WR,-186.9948663,5.550024552,11.97261628,-0.092473118,NA,NA,
Bradley Marquez,DET,WR,-187.1121598,5.432731094,11.59881246,-0.027078189,NA,5.558573468,
Max McCaffrey,SF,WR,-187.1783253,5.366565539,12.92106405,-0.092473118,NA,NA,
Austin Carr,NO,WR,-187.2126443,5.332246596,15.02897953,-2.315869684,NA,10.18015682,
Quan Bray,HOU,WR,-187.2277519,5.317139035,10.3011318,-0.092473118,NA,NA,
Tanner Gentry,CHI,WR,-187.2458605,5.299030429,11.71592057,-0.054239029,NA,5.818313617,
Marquess Wilson,FA,WR,-187.3026691,5.242221763,11.95112796,-0.009026063,NA,NA,
Rashad Greene,JAC,WR,-187.3940741,5.150816738,11.46095532,-0.027078189,NA,NA,
Shelton Gibson,PHI,WR,-187.4637275,5.081163404,10.4241319,0.02,NA,9.168065893,
Chris Matthews,FA,WR,-187.8934793,4.65141159,7.319680233,0,NA,NA,
DeAndre Smelter,JAC,WR,-187.9095571,4.635333802,10.34571429,0,NA,NA,
Seantavius Jones,FA,WR,-188.03781,4.507080875,9.909366149,0,NA,NA,
Krishawn Hogan,IND,WR,-188.03781,4.507080875,9.909366149,0,NA,4.376307959,
Jace Billingsley,DET,WR,-188.1069161,4.43797479,7.713880443,-0.031155303,NA,11.30868299,
Kamar Aiken,PHI,WR,-188.1614155,4.383475379,9.142366972,0.1,NA,5.755617719,
Josh Huff,FA,WR,-188.198248,4.346642914,8.364911854,-0.099286694,NA,NA,
Harry Douglas,FA,WR,-188.2772522,4.267638718,9.220290698,-0.092473118,NA,NA,
Daniel Braverman,KC,WR,-188.340202,4.204688868,9.244520497,0,NA,NA,
Lucky Whitehead,NYJ,WR,-188.4720719,4.072819021,9.49787234,-0.90260631,NA,NA,
Griff Whalen,OAK,WR,-188.5414603,4.00343061,8.708,0,NA,10.0189388,
Dres Anderson,IND,WR,-188.6154263,3.929464609,9.43109326,0,NA,NA,
Brittan Golden,ARI,WR,-188.7795282,3.765362698,8.495504587,-0.944444444,NA,NA,
Devin Smith,FA,WR,-188.8589767,3.685914156,8.207428571,0,NA,NA,
Kalif Raymond,NYG,WR,-188.9537416,3.591149257,9.241607866,-0.997949674,NA,NA,
Victor Bolden,SF,WR,-189.1042799,3.44061103,7.93888882,0.03,NA,NA,
Nick Williams,TEN,WR,-189.1212013,3.423689542,8.28372093,-0.064239029,NA,NA,
Matthew Slater,NE,WR,-189.2133652,3.331525645,8.099040374,0,NA,NA,
JoJo Natson,LAR,WR,-189.5275784,3.017312529,6.536773256,-0.092473118,NA,NA,
Quincy Adeboyejo,BAL,WR,-189.6598363,2.885054609,2.870810942,0,NA,11.46990101,
Philly Brown,DEN,WR,-189.9511693,2.593721591,5.588073394,0.07,NA,NA,
Andre Roberts,NYJ,WR,-189.9894481,2.555442812,3.385736851,0.01,NA,7.448406971,
Josh Rosen,ARI,QB,-190.4299793,103.3315842,157.0051519,33.83917611,NA,6.798147399,
Arrelious Benn,FA,WR,-191.2267396,1.318151299,2.88994186,-0.092473118,NA,NA,
David Moore,SEA,WR,-191.2819808,1.262910121,1.595642553,-0.009026063,NA,9.965199456,
Rashawn Scott,MIA,WR,-191.4695738,1.075317067,1.365658359,-0.018052126,NA,NA,
Greg Little,ARI,WR,-192.5448909,0,0,0,NA,NA,
Matt Hazel,FA,WR,-192.5448909,0,0,0,NA,NA,
Bernard Reedy,FA,WR,-192.5448909,0,0,0,NA,NA,
Tony Lippett,MIA,WR,-192.5448909,0,0,0,NA,NA,
Tony Lippett,MIA,WR,-192.5448909,0,0,0,NA,NA,
DeAndre Carter,FA,WR,-192.5448909,0,0,0,NA,NA,
Jake Kumerow,GB,WR,-192.5448909,0,0,0,NA,9.374066701,
Donteea Dye,FA,WR,-192.5448909,0,0,0,NA,NA,
Keenan Reynolds,FA,WR,-192.5448909,0,0,0,NA,NA,
Devin Lucien,NE,WR,-192.5448909,0,0,0,NA,NA,
Nelson Spruce,FA,WR,-192.5448909,0,0,0,NA,NA,
Isaiah Ford,MIA,WR,-192.5448909,0,0,0,NA,NA,
Robert Davis,WAS,WR,-192.5448909,0,0,0,NA,NA,
Zach Pascal,IND,WR,-192.5448909,0,0,0,NA,NA,
Bug Howard,CAR,WR,-192.5448909,0,0,0,NA,NA,
Drew Morgan,MIA,WR,-192.5448909,0,0,0,NA,NA,
Tim Patrick,DEN,WR,-192.5448909,0,0,0,NA,NA,
Fred Ross,CAR,WR,-192.5448909,0,0,0,NA,NA,
Tim White,BAL,WR,-192.5448909,0,0,0,NA,NA,
Damoreea Stringfellow,SEA,WR,-192.5448909,0,0,0,NA,NA,
Gehrig Dieter,KC,WR,-192.5448909,0,0,0,NA,NA,
Travin Dural,NO,WR,-192.5448909,0,0,0,NA,NA,
Deante Burton,FA,WR,-192.5448909,0,0,0,NA,NA,
Carlton Agudosi,ARI,WR,-192.5448909,0,0,0,NA,NA,
Amba Etta-Tawo,NYG,WR,-192.5448909,0,0,0,NA,NA,
Riley McCarron,NE,WR,-192.5448909,0,0,0,NA,7.063275025,
Artavis Scott,LAC,WR,-192.5448909,0,0,0,NA,6.803534875,
Greg Ward,PHI,WR,-192.5448909,0,0,0,NA,NA,
River Cracraft,DEN,WR,-192.5448909,0,0,0,NA,NA,
Brandon Zylstra,MIN,WR,-192.5448909,0,0,0,NA,NA,
Robert Foster,BUF,WR,-192.5448909,0,0,0,NA,10.63694122,
Cam Phillips,FA,WR,-192.5448909,0,0,0,NA,NA,
Jester Weah,HOU,WR,-192.5448909,0,0,0,NA,11.8460764,
Jake Wieneke,MIN,WR,-192.5448909,0,0,0,NA,8.460497899,
Darren Andrews,NE,WR,-192.5448909,0,0,0,NA,NA,
Teo Redding,DET,WR,-192.5448909,0,0,0,NA,NA,
AJ McCarron,BUF,QB,-199.8200023,93.94156119,177.0432524,4.397729767,NA,10.69622901,
Baker Mayfield,CLE,QB,-202.5028188,91.25874462,147.7879739,39.93384656,NA,6.280548044,
Josh McCown,NYJ,QB,-204.0524952,89.70906826,188.6749188,15.3175,NA,10.47518655,
Ryan Fitzpatrick,TB,QB,-219.8645313,73.89703213,94.09203729,45.90688615,NA,4.750245403,
Nick Foles,PHI,QB,-244.9046568,48.85690669,108.8703481,0.824111229,NA,6.468044974,
Lamar Jackson,BAL,QB,-249.453994,44.30756944,72.25647072,11.1965,NA,5.871118536,
DeShone Kizer,GB,QB,-259.7386284,34.02293504,77.02918107,-1.960142857,NA,10.34611066,
Jacoby Brissett,IND,QB,-264.6868487,29.07471479,46.54139439,3.980521262,NA,4.796614384,
Jay Cutler,FA,QB,-277.3862094,16.37535411,35.68622727,0,NA,7.934059658,
Blaine Gabbert,TEN,QB,-277.5844672,16.17709631,30.15314542,0.932142022,NA,4.980212334,
Mason Rudolph,PIT,QB,-278.4273047,15.33425873,20.83439091,9.12,NA,4.707579269,
Robert Griffin,BAL,QB,-278.7304463,15.03111718,40.90938602,-0.47,NA,5.663191415,
Teddy Bridgewater,NYJ,QB,-279.0425904,14.71897307,26.18681818,-1.3,NA,5.236276422,
Brock Osweiler,MIA,QB,-279.1049333,14.65663017,32.49396655,0.808154086,NA,6.621795089,
Drew Stanton,CLE,QB,-279.7825128,13.97905067,34.30142553,0.74,NA,10.88621052,
Brett Hundley,GB,QB,-279.9526249,13.8089386,28.62325745,-0.315674804,NA,6.944329191,
Trevor Siemian,MIN,QB,-282.4165368,11.34502662,21.69529737,0.338387674,NA,5.081285374,
Mike Glennon,ARI,QB,-282.5982184,11.16334505,23.88021277,-0.969318182,NA,9.7613936,
Bryce Petty,MIA,QB,-283.0698928,10.69167064,23.23085106,1.80260631,NA,3.513292321,
C.J. Beathard,SF,QB,-283.3248088,10.43675465,20.61675519,0.161304468,NA,4.471659549,
Brandon Weeden,HOU,QB,-284.1031567,9.658406751,22.79130729,0.026809141,NA,7.605955999,
Colt McCoy,WAS,QB,-284.5417853,9.219778122,13.25204656,0.009026063,NA,5.537129623,
Davis Webb,NYG,QB,-285.1911383,8.57042515,14.10554094,1.10841701,NA,4.941292718,
Tom Savage,NO,QB,-285.6677697,8.093793722,15.03400784,0.432218754,NA,4.529610036,
Landry Jones,PIT,QB,-285.7584804,8.003083047,15.88099903,-0.305452675,NA,11.06988562,
Nathan Peterman,BUF,QB,-285.8779141,7.883649352,14.66147214,0.091413737,NA,4.30791465,
Brian Hoyer,NE,QB,-285.9534066,7.808156819,14.68961156,1.154280913,NA,4.572386408,
Paxton Lynch,DEN,QB,-285.986784,7.774779514,18.20552025,0.422040564,NA,6.777471597,
Chase Daniel,CHI,QB,-286.0091107,7.752452799,18.67287008,-0.34758299,NA,5.985890669,
Matt Barkley,CIN,QB,-286.7070079,7.054555523,15.60270006,0.09,NA,5.59653648,
David Fales,MIA,QB,-288.1617031,5.599860364,11.87820437,0.1,NA,3.998318542,
Chad Henne,KC,QB,-288.207594,5.553969449,11.72104283,0.85341701,NA,4.485891225,
Chad Kelly,DEN,QB,-288.7846687,4.976894754,7.879204863,1.238052126,NA,3.932276244,
EJ Manuel,OAK,QB,-288.8943417,4.86722175,9.803687847,-0.364573721,NA,5.132027547,
Austin Davis,SEA,QB,-288.9454718,4.816091671,9.490960412,0.135082772,NA,4.911108737,
Cooper Rush,DAL,QB,-288.9637325,4.797830937,9.289650412,0.106081416,NA,4.500160842,
Connor Cook,OAK,QB,-289.4496005,4.311962955,5.816305565,-0.009591361,NA,3.935974465,
Kevin Hogan,WAS,QB,-289.6489964,4.112567083,9.622214527,0.100621262,NA,3.845453071,
Sean Mannion,LAR,QB,-289.9187432,3.84282026,7.733826215,-2.196478738,NA,3.773646829,
Taysom Hill,NO,QB,-290.2710018,3.490561656,4.40302,-0.009026063,NA,3.460463875,
Cody Kessler,JAC,QB,-290.3754612,3.38610224,6.839903037,-0.163478738,NA,4.951261027,
Matt Schaub,ATL,QB,-290.465756,3.295807509,7.220288863,-0.160504801,NA,4.473716204,
Joshua Dobbs,PIT,QB,-290.8582597,2.903303748,3.5602005,0,NA,4.470920469,
Geno Smith,LAC,QB,-290.9214034,2.840160102,5.593863296,-0.170556927,NA,6.732128179,
